login_time,typing_speed,backspace_count,mouse_movement_speed,cursor_path_length,ip_address_risk,geo_location_change,device_type,browser_type,failed_attempts_last_10min,login_hour,session_request_rate,password_paste,vpn_detected,tor_detected,keystroke_variance,is_attacker,attack,label
5.08,4.08,4,237.92,683.6,0,0,Desktop,Edge,2,4,1.2,1,0,0,0.589,0,none,0
5.22,4.15,2,129.56,584.51,0,1,Desktop,Edge,1,3,0.87,0,0,0,0.616,0,none,0
2.61,2.82,4,203.07,595.25,0,0,Mobile,Firefox,2,5,0.11,0,0,0,0.112,0,none,0
4.47,3.8,1,277.32,425.87,0,0,Desktop,Firefox,2,0,2.77,0,0,0,0.325,0,none,0
1.82,5.67,1,204.45,361.63,0,0,Desktop,Safari,2,6,2.47,0,0,0,0.324,0,none,0
3.27,2.89,0,342.82,233.33,0,0,Desktop,Chrome,1,21,1.75,0,0,0,0.413,0,none,0
2.1,4.2,4,319.95,704.39,1,0,Desktop,Safari,3,14,2.82,0,0,0,0.218,0,none,0
2.62,3.59,1,323.78,344.84,0,0,Mobile,Safari,1,4,2.48,0,0,0,0.359,0,none,0
3.6,1.68,4,189.75,464.37,0,1,Desktop,Chrome,1,15,2.18,1,0,0,0.324,1,bot_attack,1
4.81,3.72,2,246.12,502.39,0,1,Mobile,Safari,2,19,4.11,0,0,0,0.485,1,bot_attack,1
4.71,4.87,0,348.52,622.27,0,0,Mobile,Firefox,3,17,1.71,0,0,0,0.438,0,none,0
3.93,2.8,2,256.21,481.29,0,1,Mobile,Safari,2,2,2.0,1,1,0,0.417,1,bot_attack,1
4.72,4.42,1,382.48,543.65,0,0,Mobile,Chrome,0,13,1.95,0,0,1,0.447,1,tor_intrusion,1
6.3,5.28,1,215.08,389.52,0,0,Mobile,Firefox,2,23,1.33,0,0,0,0.525,0,none,0
4.96,1.26,2,205.99,827.74,0,0,Desktop,Chrome,1,2,0.8,0,1,0,0.287,0,none,0
4.86,3.63,3,185.84,702.38,0,0,Desktop,Safari,1,0,3.26,0,0,0,0.63,0,none,0
4.46,3.56,2,223.06,573.41,0,0,Desktop,Chrome,0,11,1.76,0,0,0,0.382,0,none,0
4.88,2.95,4,253.08,642.73,0,1,Mobile,Edge,1,20,2.89,1,0,0,0.467,0,none,0
1.81,2.31,1,150.58,411.8,0,1,Mobile,Edge,0,19,2.39,0,1,0,0.38,1,bot_attack,1
3.52,2.9,2,352.43,577.99,0,1,Desktop,Safari,1,6,1.81,0,0,0,0.528,0,none,0
5.12,2.79,2,351.94,177.67,0,0,Mobile,Edge,0,5,2.41,1,0,0,0.274,0,none,0
7.32,5.14,2,202.48,547.32,1,1,Desktop,Safari,3,9,1.69,0,1,0,0.465,1,bot_attack,1
3.58,4.16,0,273.25,601.1,0,1,Mobile,Firefox,2,3,1.49,1,0,0,0.489,1,bot_attack,1
3.87,4.42,3,305.92,619.24,0,1,Mobile,Safari,0,9,1.33,0,0,0,0.81,0,none,0
3.91,2.36,3,243.96,63.78,0,0,Mobile,Firefox,1,21,2.59,0,0,0,0.623,0,none,0
4.96,3.95,3,195.92,323.49,0,0,Mobile,Firefox,0,17,1.6,0,0,1,0.461,0,none,0
2.18,4.57,0,246.47,560.22,0,0,Mobile,Chrome,1,9,1.65,0,0,0,0.255,0,none,0
7.12,3.18,1,229.74,492.56,0,0,Desktop,Safari,2,3,1.65,0,0,0,0.386,0,none,0
4.35,4.58,1,332.82,437.41,0,0,Mobile,Safari,3,20,2.03,1,1,0,0.366,1,bot_attack,1
4.33,3.01,2,274.86,419.36,0,0,Desktop,Edge,1,19,3.05,1,0,0,0.464,0,none,0
4.29,2.78,2,272.87,720.91,0,0,Desktop,Safari,0,22,3.8,0,1,0,0.328,0,none,0
2.19,4.61,4,123.66,463.0,0,1,Mobile,Firefox,4,13,2.13,0,1,0,0.257,0,none,0
6.42,3.45,2,322.72,373.29,0,0,Mobile,Edge,2,16,3.4,0,0,0,0.286,0,none,0
5.58,2.56,2,308.05,150.91,0,0,Desktop,Edge,0,2,1.86,0,1,0,0.2,1,bot_attack,1
4.65,4.99,2,275.75,299.43,0,0,Mobile,Edge,4,13,2.48,0,0,0,0.828,0,none,0
7.12,4.01,0,170.44,523.08,0,0,Mobile,Firefox,2,22,1.5,0,0,0,0.245,0,none,0
7.15,2.51,2,224.98,722.16,0,0,Mobile,Edge,2,14,2.59,1,0,0,0.458,0,none,0
5.33,3.35,2,277.03,512.17,0,0,Mobile,Chrome,1,6,1.16,0,0,0,0.315,0,none,0
4.94,3.03,4,212.21,508.5,0,0,Mobile,Edge,1,4,1.79,1,0,0,0.276,0,none,0
7.54,2.65,1,245.34,338.78,0,0,Desktop,Edge,0,5,0.1,0,0,0,0.462,0,none,0
5.16,3.36,0,243.39,248.4,0,0,Mobile,Safari,2,10,3.97,0,1,0,0.361,0,none,0
4.81,3.57,6,346.68,405.8,0,1,Desktop,Safari,4,1,3.79,1,0,0,0.593,1,bot_attack,1
5.01,4.08,2,227.24,257.5,0,0,Mobile,Firefox,1,1,1.37,1,0,0,0.335,0,none,0
3.58,4.95,2,240.34,594.49,0,0,Mobile,Chrome,1,13,1.81,0,0,0,0.209,0,none,0
3.45,4.04,3,227.13,395.84,0,0,Desktop,Firefox,2,3,2.61,0,0,0,0.289,1,bot_attack,1
6.86,5.19,2,253.95,858.37,1,0,Desktop,Firefox,1,4,2.61,0,0,0,0.321,1,bot_attack,1
3.89,1.55,2,137.91,433.75,0,0,Desktop,Safari,0,23,4.1,0,0,0,0.289,0,none,0
3.87,4.0,2,184.08,428.03,0,0,Mobile,Chrome,2,6,3.87,1,0,0,0.376,0,none,0
5.35,3.33,0,350.77,793.71,0,0,Mobile,Firefox,3,21,3.94,0,0,0,0.41,0,none,0
7.44,0.74,1,272.51,403.88,0,0,Desktop,Safari,1,23,0.19,0,0,0,0.417,0,none,0
6.13,3.86,2,150.06,726.08,0,1,Desktop,Safari,1,8,1.32,1,0,0,0.292,1,bot_attack,1
6.84,5.43,1,253.01,437.09,0,0,Desktop,Chrome,0,21,3.95,0,0,0,0.481,0,none,0
5.88,4.74,1,359.95,472.86,0,0,Mobile,Chrome,2,2,1.11,0,0,0,0.357,0,none,0
3.71,3.93,0,439.69,245.0,0,0,Mobile,Edge,0,13,3.13,0,0,0,0.582,0,none,0
4.11,4.47,1,432.23,551.74,0,0,Desktop,Chrome,1,4,1.23,0,0,0,0.587,0,none,0
5.44,3.61,1,213.34,136.96,0,0,Mobile,Chrome,0,7,1.72,0,0,0,0.559,0,none,0
3.98,5.02,1,319.08,469.81,0,0,Desktop,Firefox,1,2,2.37,0,0,0,0.413,1,bot_attack,1
2.49,3.16,1,337.06,826.26,0,1,Mobile,Safari,1,21,0.1,0,0,0,0.723,0,none,0
5.91,3.72,2,350.23,469.13,0,1,Desktop,Firefox,1,19,1.67,0,0,0,0.702,0,none,0
4.23,3.67,1,283.12,499.62,0,0,Mobile,Edge,1,14,1.69,0,0,0,0.344,0,none,0
3.62,2.47,0,217.86,598.71,0,0,Desktop,Safari,1,20,1.79,1,0,0,0.655,0,none,0
3.01,3.75,1,270.09,747.11,0,0,Desktop,Firefox,0,12,3.06,0,0,1,0.497,0,none,0
3.82,5.72,3,210.23,426.87,1,0,Desktop,Safari,0,3,1.84,0,0,0,0.739,1,bot_attack,1
2.96,3.61,0,165.88,229.54,0,1,Mobile,Safari,4,13,1.52,1,0,0,0.171,1,bot_attack,1
4.19,3.79,2,177.33,269.44,0,0,Mobile,Chrome,1,1,2.42,0,1,0,0.362,1,bot_attack,1
6.96,3.91,0,359.4,504.26,0,0,Mobile,Edge,2,8,0.63,0,1,0,0.449,1,bot_attack,1
3.75,5.69,3,236.03,393.01,0,0,Desktop,Firefox,2,20,3.38,0,1,0,0.4,0,none,0
5.33,2.21,1,249.2,246.49,0,0,Mobile,Edge,0,7,2.38,0,0,0,0.332,0,none,0
5.34,4.34,0,223.26,712.96,0,1,Mobile,Safari,0,6,3.2,0,0,0,0.944,0,none,0
3.62,3.67,2,240.88,102.34,0,1,Desktop,Firefox,1,15,3.01,1,0,0,0.314,0,none,0
5.94,4.13,4,311.37,177.51,0,0,Mobile,Edge,1,15,1.66,0,1,0,0.787,0,none,0
4.63,6.49,3,265.01,882.35,0,0,Mobile,Safari,0,14,0.51,1,1,0,0.29,1,credential_stuffing,1
4.68,5.96,3,319.96,418.77,1,0,Mobile,Edge,3,16,1.23,0,1,0,0.4,1,bot_attack,1
3.45,4.25,0,129.54,574.32,0,0,Mobile,Firefox,2,21,0.86,1,0,0,0.503,0,none,0
2.87,2.46,3,246.09,607.38,0,0,Desktop,Firefox,2,21,2.22,0,0,0,0.605,0,none,0
4.0,4.75,2,310.36,641.72,1,0,Desktop,Firefox,2,11,1.35,0,0,0,0.335,1,bot_attack,1
3.08,5.22,4,209.53,486.15,0,0,Mobile,Firefox,2,23,2.18,0,1,0,0.553,1,bot_attack,1
3.38,3.91,2,305.68,375.24,0,1,Mobile,Edge,2,23,1.01,0,0,0,0.86,0,none,0
4.61,4.36,2,315.34,643.48,0,1,Desktop,Edge,2,6,3.23,0,0,0,0.377,1,bot_attack,1
4.17,2.81,3,278.03,501.75,0,0,Mobile,Edge,1,9,2.78,0,0,0,0.436,0,none,0
4.6,3.22,5,332.63,257.76,0,0,Mobile,Firefox,1,11,3.44,0,0,0,0.571,0,none,0
7.32,2.98,3,184.62,362.6,0,0,Mobile,Firefox,0,13,4.36,0,0,0,0.45,0,none,0
2.46,3.08,1,215.33,541.81,0,1,Desktop,Edge,3,2,1.87,0,0,0,0.456,0,none,0
2.09,2.64,0,191.19,301.61,0,0,Desktop,Firefox,1,22,3.61,0,0,0,0.644,0,none,0
4.61,4.24,3,172.5,467.29,0,0,Mobile,Edge,2,16,0.66,0,0,0,0.379,1,bot_attack,1
3.12,5.39,4,90.35,255.05,0,0,Desktop,Safari,1,14,2.94,0,0,0,0.397,0,none,0
4.11,3.65,3,314.53,740.06,1,0,Desktop,Chrome,1,5,1.83,0,0,0,0.334,0,none,0
5.03,5.44,0,278.6,552.5,1,0,Mobile,Safari,2,15,0.43,0,0,0,0.386,0,none,0
4.2,4.34,2,419.21,578.61,0,0,Mobile,Firefox,0,19,3.13,0,0,0,0.708,0,none,0
4.75,3.01,1,228.58,510.15,0,1,Mobile,Firefox,1,23,2.22,1,0,1,0.238,1,tor_intrusion,1
3.04,2.74,1,379.62,981.76,0,1,Desktop,Firefox,1,3,3.41,0,0,0,0.628,0,none,0
4.42,3.31,3,284.83,405.68,0,0,Desktop,Firefox,2,6,0.79,1,0,1,0.628,0,none,0
1.76,2.24,1,331.89,598.37,0,0,Mobile,Safari,1,13,1.71,0,0,0,0.329,0,none,0
5.61,4.99,6,325.71,867.97,0,0,Desktop,Edge,1,0,3.85,0,0,0,0.381,0,none,0
6.23,3.57,1,350.11,286.64,0,0,Desktop,Safari,2,18,2.31,0,0,0,0.464,0,none,0
3.53,2.96,4,77.9,301.75,0,0,Mobile,Edge,3,5,2.01,0,0,0,0.417,0,none,0
2.09,2.28,1,347.96,953.34,0,1,Mobile,Edge,0,16,2.12,0,0,0,0.41,1,bot_attack,1
2.44,4.54,3,195.13,342.09,0,0,Desktop,Chrome,0,23,2.24,0,0,1,0.549,0,none,0
4.8,2.85,2,336.4,754.28,0,0,Desktop,Firefox,2,12,2.34,0,0,0,0.297,0,none,0
3.48,3.66,1,276.9,261.65,0,0,Mobile,Safari,2,5,2.03,0,0,0,0.657,0,none,0
4.38,3.2,1,302.55,829.01,0,0,Mobile,Edge,1,1,4.22,1,0,0,0.435,0,none,0
3.51,2.17,2,271.28,500.68,0,0,Desktop,Edge,1,4,2.92,1,0,0,0.311,0,none,0
4.17,1.85,2,232.62,416.63,1,0,Desktop,Edge,2,13,2.16,0,0,0,0.325,0,none,0
4.76,4.2,3,203.69,386.55,0,0,Mobile,Safari,1,13,4.95,0,0,0,0.554,0,none,0
2.77,3.27,4,334.79,585.99,0,0,Mobile,Firefox,2,15,1.85,0,0,0,0.688,0,none,0
3.51,2.56,1,245.7,446.96,1,0,Mobile,Safari,1,21,3.31,1,1,0,0.533,1,bot_attack,1
5.59,4.69,1,304.12,280.48,0,0,Mobile,Chrome,1,19,1.99,1,0,0,0.419,0,none,0
4.66,4.17,3,253.74,598.59,0,1,Mobile,Safari,0,7,1.1,0,0,0,0.589,0,none,0
6.46,5.96,2,124.35,350.18,0,0,Mobile,Safari,3,20,1.82,0,0,1,0.278,1,tor_intrusion,1
8.0,6.73,2,205.64,158.58,0,0,Desktop,Safari,0,1,1.5,1,1,0,0.332,1,credential_stuffing,1
5.74,4.71,4,140.86,586.0,0,0,Desktop,Chrome,0,12,3.76,1,1,0,0.532,0,none,0
5.22,0.94,2,191.09,245.24,1,1,Desktop,Safari,3,10,2.46,0,0,0,0.36,1,bot_attack,1
3.29,6.52,3,196.43,826.33,0,1,Desktop,Edge,1,17,1.36,1,0,0,0.509,0,none,0
8.05,2.19,2,196.73,286.06,0,0,Desktop,Edge,1,5,4.39,1,0,0,0.427,0,none,0
4.93,4.13,3,359.1,511.99,0,0,Desktop,Firefox,1,18,1.88,1,0,0,0.306,0,none,0
4.65,3.74,4,381.85,551.4,0,0,Mobile,Safari,2,12,1.65,0,0,0,0.519,0,none,0
5.9,4.04,2,181.82,682.15,1,1,Desktop,Chrome,3,11,1.97,1,0,0,0.488,1,bot_attack,1
3.65,2.26,1,228.41,493.01,0,0,Desktop,Edge,0,18,1.27,0,1,0,0.366,0,none,0
6.15,3.99,3,255.45,740.75,0,0,Mobile,Chrome,1,9,1.95,0,0,0,0.333,0,none,0
4.4,4.61,4,345.4,129.89,0,0,Mobile,Edge,1,21,2.06,0,0,0,0.502,0,none,0
3.68,2.85,1,382.01,359.93,0,0,Mobile,Safari,3,9,3.84,0,0,0,0.449,0,none,0
5.33,4.47,4,423.14,628.73,0,0,Desktop,Safari,2,9,1.25,1,0,0,0.209,1,bot_attack,1
4.31,3.38,4,251.69,551.57,0,1,Mobile,Safari,0,14,3.76,1,0,0,0.42,0,none,0
8.15,2.28,1,139.77,454.61,0,0,Mobile,Safari,0,7,3.55,1,0,0,0.303,0,none,0
4.2,3.01,3,460.28,357.57,0,0,Mobile,Safari,0,11,0.99,1,0,0,0.542,0,none,0
6.21,4.18,2,248.39,309.3,1,1,Mobile,Chrome,1,11,3.37,0,0,0,0.14,1,bot_attack,1
6.03,3.34,3,273.42,501.23,0,0,Mobile,Firefox,2,19,3.11,0,0,0,0.387,0,none,0
4.47,2.61,0,168.14,450.75,0,1,Mobile,Safari,1,11,5.56,0,0,0,0.502,0,none,0
4.8,2.08,3,196.35,390.82,1,0,Mobile,Firefox,0,4,2.3,0,0,0,0.402,0,none,0
5.04,2.54,4,154.67,527.26,0,0,Desktop,Edge,2,23,1.93,0,0,0,0.471,0,none,0
5.67,2.8,2,227.45,687.14,0,1,Desktop,Chrome,1,23,3.44,0,0,0,0.445,0,none,0
3.18,3.35,2,355.07,269.47,0,0,Desktop,Chrome,5,9,1.87,0,0,0,0.631,0,none,0
3.87,5.62,2,251.98,423.59,0,0,Mobile,Safari,1,18,2.62,0,0,0,0.239,0,none,0
4.96,4.7,3,327.8,481.5,0,0,Mobile,Edge,1,8,1.79,0,1,0,0.31,0,none,0
5.23,3.39,2,249.1,836.53,0,0,Desktop,Firefox,0,11,2.53,0,0,0,0.388,0,none,0
7.51,3.64,4,273.49,366.18,0,0,Desktop,Firefox,2,15,3.5,1,0,0,0.507,0,none,0
3.27,3.29,0,247.18,416.6,0,0,Desktop,Edge,2,14,0.33,0,0,0,0.645,0,none,0
6.32,1.98,1,299.44,540.28,0,0,Mobile,Firefox,0,11,1.82,0,0,0,0.495,0,none,0
4.31,3.93,3,278.88,438.44,0,0,Desktop,Chrome,2,23,1.53,1,0,0,0.492,0,none,0
4.28,4.36,4,307.63,145.83,0,0,Mobile,Safari,0,4,1.18,0,0,0,0.398,0,none,0
4.1,2.59,4,304.11,595.07,0,0,Mobile,Firefox,0,21,3.16,0,0,1,0.771,0,none,0
3.0,5.73,2,179.36,303.37,0,0,Mobile,Edge,4,17,4.37,1,0,0,0.55,1,bot_attack,1
3.15,2.74,0,228.39,321.92,0,0,Desktop,Safari,0,20,2.15,0,0,0,0.443,0,none,0
2.34,4.21,3,189.82,672.88,0,0,Desktop,Chrome,1,5,1.59,0,1,0,0.354,1,bot_attack,1
5.25,2.9,6,278.11,600.33,0,0,Mobile,Safari,1,2,2.3,0,0,0,0.502,0,none,0
5.75,3.75,3,270.84,555.22,0,0,Mobile,Firefox,1,19,3.14,0,0,0,0.21,0,none,0
5.43,3.17,4,236.76,169.29,0,0,Desktop,Firefox,0,20,0.92,1,0,0,0.448,0,none,0
3.98,4.25,4,290.52,753.45,0,1,Mobile,Safari,1,5,3.97,0,1,0,0.493,1,bot_attack,1
3.72,1.79,3,224.38,629.55,0,0,Desktop,Chrome,1,22,3.81,0,0,0,0.463,0,none,0
3.34,2.02,1,236.31,154.43,1,0,Mobile,Safari,1,5,2.86,0,0,0,0.329,0,none,0
3.32,3.0,1,320.65,826.21,0,0,Mobile,Safari,0,19,2.18,0,0,0,0.623,0,none,0
3.97,3.72,4,277.27,358.62,0,0,Mobile,Safari,3,0,4.32,0,0,0,0.233,0,none,0
4.4,4.93,3,235.55,638.35,0,0,Mobile,Safari,0,7,3.38,1,0,0,0.534,0,none,0
4.29,4.53,1,384.37,613.66,0,1,Desktop,Edge,2,9,2.43,0,0,1,0.4,1,tor_intrusion,1
5.3,2.3,4,357.91,659.0,0,0,Desktop,Safari,1,16,1.8,1,0,0,0.363,0,none,0
2.62,5.36,1,282.94,581.91,1,0,Desktop,Safari,1,4,2.37,1,1,0,0.712,1,bot_attack,1
4.91,3.52,2,255.77,940.97,0,0,Desktop,Chrome,0,23,3.89,0,0,0,0.558,0,none,0
4.15,3.49,1,231.18,346.85,1,0,Mobile,Safari,0,23,0.1,1,0,0,0.807,1,bot_attack,1
3.12,3.33,4,258.38,376.34,0,0,Mobile,Chrome,0,3,0.54,0,1,0,0.352,1,bot_attack,1
3.79,4.46,5,159.3,743.27,0,1,Desktop,Edge,0,8,0.92,0,0,0,0.454,0,none,0
5.24,4.38,1,290.47,517.14,0,1,Desktop,Firefox,0,4,2.07,0,0,0,0.523,0,none,0
5.2,5.18,2,252.27,567.8,1,0,Desktop,Safari,0,16,2.24,1,0,0,0.812,1,bot_attack,1
4.37,2.37,0,223.78,699.45,0,0,Desktop,Firefox,2,7,0.62,0,0,0,0.574,0,none,0
2.65,2.99,1,331.73,670.97,0,0,Mobile,Edge,2,3,2.47,1,0,0,0.414,0,none,0
5.98,3.21,3,377.03,891.75,1,0,Mobile,Edge,1,0,3.03,1,0,0,0.461,0,none,0
6.13,3.86,2,365.38,449.84,0,0,Mobile,Firefox,4,2,0.93,0,0,0,0.223,0,none,0
4.16,3.99,1,176.73,404.31,0,1,Mobile,Edge,0,9,3.39,0,0,0,0.415,0,none,0
4.08,2.3,6,228.81,616.5,0,1,Mobile,Safari,0,8,1.77,1,1,0,0.29,1,bot_attack,1
4.93,3.5,3,383.56,553.68,0,1,Desktop,Firefox,1,7,2.54,1,0,0,0.399,0,none,0
5.56,5.4,0,236.04,673.62,0,0,Desktop,Safari,1,5,2.62,0,0,0,0.596,0,none,0
5.53,4.41,1,317.32,280.01,0,0,Mobile,Edge,1,21,1.55,0,0,0,0.262,0,none,0
1.37,2.75,2,242.55,285.19,0,0,Desktop,Firefox,0,1,3.08,0,0,0,0.492,0,none,0
5.92,3.95,6,37.88,809.84,0,0,Desktop,Chrome,1,8,4.01,0,0,0,0.472,0,none,0
3.9,2.67,1,200.06,493.12,0,0,Desktop,Safari,1,17,3.15,1,0,0,0.703,0,none,0
4.27,3.89,0,339.7,528.27,1,0,Mobile,Firefox,0,6,2.97,0,0,0,0.53,0,none,0
5.05,2.78,3,258.5,401.66,0,0,Mobile,Firefox,0,15,2.18,0,1,0,0.491,0,none,0
5.12,3.47,0,177.34,444.33,0,0,Mobile,Safari,1,23,3.71,1,0,0,0.562,0,none,0
3.47,2.29,2,207.55,728.65,0,0,Desktop,Edge,0,0,2.29,0,0,0,0.369,0,none,0
3.04,4.3,1,436.99,771.66,0,0,Desktop,Safari,0,19,2.38,0,0,0,0.189,0,none,0
5.22,1.42,1,293.01,552.34,0,0,Mobile,Safari,0,17,2.02,0,0,0,0.536,0,none,0
3.58,1.87,2,413.07,618.28,0,0,Desktop,Firefox,0,6,3.76,0,0,0,0.266,0,none,0
4.54,4.65,1,321.73,807.88,0,0,Mobile,Edge,0,9,2.25,0,0,0,0.516,0,none,0
3.78,0.8,1,192.29,427.46,0,0,Desktop,Firefox,0,11,1.84,0,0,0,0.589,0,none,0
3.42,4.81,1,161.61,509.86,0,0,Mobile,Edge,2,21,2.21,1,0,0,0.192,0,none,0
1.46,4.2,1,200.09,491.64,1,1,Mobile,Edge,1,20,1.95,1,0,0,0.534,0,none,0
1.85,2.8,1,295.11,738.95,0,0,Desktop,Safari,1,18,2.24,0,0,0,0.539,0,none,0
1.45,2.38,4,266.87,80.8,0,0,Desktop,Safari,1,9,3.83,0,0,0,0.458,0,none,0
5.69,5.19,0,332.88,327.67,0,0,Mobile,Firefox,2,20,1.59,0,1,0,0.05,0,none,0
5.61,3.77,3,194.72,702.94,0,1,Desktop,Edge,1,18,1.64,0,0,0,0.491,1,bot_attack,1
5.51,5.08,1,223.32,483.11,0,0,Desktop,Chrome,1,19,1.02,0,1,0,0.25,0,none,0
5.77,3.75,0,311.56,679.77,0,0,Mobile,Edge,1,3,4.49,0,0,0,0.179,0,none,0
4.96,2.9,2,254.58,1165.59,0,0,Mobile,Firefox,2,8,3.33,0,0,0,0.43,0,none,0
6.82,3.16,4,147.24,668.67,0,0,Desktop,Safari,2,8,1.88,0,0,0,0.401,0,none,0
2.52,3.25,1,168.18,609.39,0,0,Mobile,Chrome,1,11,2.01,0,0,0,0.447,0,none,0
4.5,0.5,4,219.69,829.56,0,0,Desktop,Chrome,3,9,3.68,0,0,0,0.189,1,bot_attack,1
8.04,4.03,5,197.34,341.07,0,0,Mobile,Edge,0,5,3.67,0,0,0,0.455,0,none,0
5.63,2.69,4,302.1,720.87,0,0,Desktop,Safari,1,1,4.36,0,0,0,0.702,0,none,0
5.35,5.18,2,408.17,614.49,0,0,Desktop,Safari,1,11,2.91,0,1,1,0.239,1,tor_intrusion,1
4.83,3.89,2,154.1,752.26,0,0,Mobile,Chrome,0,13,3.81,0,0,0,0.428,0,none,0
5.48,6.33,1,256.14,388.59,1,1,Desktop,Safari,3,6,0.65,1,0,0,0.385,1,credential_stuffing,1
3.67,3.17,3,369.05,427.38,0,1,Desktop,Edge,2,23,2.52,0,0,0,0.494,0,none,0
4.76,1.64,1,204.19,485.05,1,1,Mobile,Safari,1,12,0.62,0,0,0,0.305,0,none,0
4.14,5.52,4,230.57,599.58,0,0,Mobile,Safari,0,23,2.69,0,0,0,0.468,0,none,0
3.4,1.82,5,406.64,337.76,0,0,Desktop,Safari,1,9,3.09,1,0,0,0.638,0,none,0
4.57,4.57,0,343.37,496.81,1,0,Desktop,Firefox,2,6,2.34,0,0,0,0.418,0,none,0
3.88,4.66,2,415.39,331.64,0,0,Mobile,Chrome,1,7,2.16,0,0,0,0.574,0,none,0
5.14,3.4,0,307.61,571.41,0,0,Desktop,Safari,1,14,0.57,1,0,0,0.49,0,none,0
4.9,4.8,1,229.67,567.5,0,1,Desktop,Edge,0,13,1.87,0,1,0,0.466,1,bot_attack,1
2.42,0.5,1,154.01,193.68,0,0,Mobile,Edge,1,3,2.86,0,0,0,0.511,0,none,0
3.52,5.65,2,282.17,464.47,0,0,Desktop,Chrome,1,10,2.73,0,0,0,0.389,0,none,0
4.64,4.14,2,195.19,284.29,0,1,Mobile,Firefox,1,16,2.63,1,0,0,0.345,0,none,0
4.5,3.01,2,149.29,493.47,0,1,Desktop,Edge,2,18,4.19,0,0,0,0.43,1,bot_attack,1
2.02,4.86,2,167.0,636.98,0,0,Mobile,Edge,4,20,2.69,1,0,0,0.41,0,none,0
4.65,2.29,2,296.87,402.84,0,1,Desktop,Edge,2,17,2.11,0,1,0,0.393,1,bot_attack,1
2.64,2.73,1,243.17,500.98,0,1,Mobile,Chrome,3,15,2.16,1,1,0,0.214,0,none,0
4.72,3.42,3,337.64,651.45,0,1,Desktop,Firefox,0,3,2.75,0,0,0,0.573,0,none,0
5.02,4.31,1,305.08,355.68,0,0,Mobile,Edge,2,15,1.51,0,0,0,0.325,0,none,0
4.48,3.4,3,236.33,696.57,0,0,Mobile,Safari,2,9,2.93,0,0,0,0.279,0,none,0
5.09,2.05,5,240.97,615.24,0,0,Mobile,Safari,1,11,1.11,1,1,0,0.459,1,bot_attack,1
5.21,3.17,1,201.15,285.56,0,0,Mobile,Firefox,1,11,2.72,0,0,0,0.423,0,none,0
7.08,4.09,3,270.13,460.76,0,0,Mobile,Firefox,2,0,4.07,1,0,0,0.338,0,none,0
6.47,2.66,1,178.12,536.1,1,0,Mobile,Firefox,2,1,3.51,0,0,0,0.626,1,bot_attack,1
4.45,3.35,4,170.1,730.75,0,0,Desktop,Safari,1,15,3.0,0,0,0,0.265,0,none,0
5.64,3.53,1,282.27,336.59,0,1,Desktop,Firefox,1,1,2.43,1,0,0,0.052,1,bot_attack,1
1.48,3.87,2,317.94,514.35,0,0,Desktop,Edge,2,1,4.11,0,1,0,0.45,0,none,0
4.85,3.54,1,240.1,456.18,0,0,Mobile,Firefox,2,16,1.76,1,0,0,0.405,0,none,0
6.85,2.31,5,283.39,381.0,0,0,Mobile,Chrome,1,5,3.39,0,0,0,0.55,0,none,0
2.98,5.28,2,304.7,720.7,0,0,Mobile,Firefox,0,2,2.71,0,0,0,0.655,0,none,0
4.11,2.64,2,207.91,332.43,0,0,Mobile,Edge,0,1,1.37,1,0,0,0.522,0,none,0
8.39,4.84,5,262.95,500.9,0,0,Desktop,Chrome,1,10,4.04,0,0,0,0.702,0,none,0
1.15,1.82,0,180.2,276.69,0,0,Mobile,Safari,1,20,1.35,0,0,0,0.358,0,none,0
2.38,4.02,3,303.1,614.75,0,0,Desktop,Edge,2,8,2.26,0,0,0,0.478,0,none,0
4.74,3.35,7,344.22,243.62,0,0,Mobile,Firefox,0,1,3.77,0,0,0,0.398,0,none,0
3.91,3.5,5,270.96,806.25,0,0,Mobile,Edge,1,7,2.81,0,0,0,0.559,0,none,0
4.97,3.07,2,259.2,426.76,0,0,Desktop,Safari,0,3,2.37,1,0,0,0.706,0,none,0
2.02,5.37,2,273.61,410.21,1,1,Desktop,Firefox,1,20,2.95,0,1,0,0.326,1,bot_attack,1
7.01,4.09,1,252.63,781.22,1,1,Desktop,Safari,1,8,2.82,0,0,0,0.465,1,bot_attack,1
4.57,2.13,3,129.11,292.9,0,0,Desktop,Edge,1,12,2.81,1,1,0,0.533,0,none,0
4.43,5.8,3,190.54,441.9,0,0,Mobile,Edge,0,13,3.01,0,0,0,0.38,0,none,0
5.8,1.72,3,158.16,605.86,0,1,Mobile,Firefox,2,18,5.69,0,1,0,0.523,1,bot_attack,1
4.34,3.63,3,274.17,600.85,0,0,Mobile,Safari,1,11,2.4,0,0,0,0.458,0,none,0
2.4,3.21,3,166.77,539.1,0,0,Desktop,Chrome,1,12,2.14,0,0,0,0.319,0,none,0
8.15,4.49,1,284.01,515.07,1,0,Desktop,Chrome,0,10,2.05,0,1,0,0.621,1,bot_attack,1
3.55,2.94,2,169.05,564.5,0,0,Desktop,Chrome,1,10,3.02,0,0,0,0.403,0,none,0
5.59,3.45,2,214.57,727.52,0,1,Mobile,Safari,0,22,3.03,0,0,0,0.511,0,none,0
5.47,3.73,1,79.57,671.29,0,0,Mobile,Edge,1,18,1.39,0,0,0,0.461,0,none,0
